CustomerName,CustomerPhone,DueDate,GovId,Id,InterestRate,MetalType,PrincipalAmount,ProductDescription,Purity,StartDate,Status,TotalRepaid,Weight
Suresh Jain,9874504414,2025-12-13,UJBCBNEQJY,L-02147,2.01,GOLD,188070,Gold Chain (Man),22K,2024-08-29,CLOSED,30064,28.73
Ravi Nair,9441319196,2026-09-09,J4KJ7DIP96,L-02148,2.12,GOLD,25891,Gold Earrings,22K,2024-06-04,OVERDUE,4118,12.72
Kavita Shah,9421034799,2025-02-27,XQ0ZAWX6W8,L-02149,1.77,GOLD,185022,Gold Bangles (4 pcs),22K,2024-07-09,CLOSED,71824,5.96
Nitin Trivedi,9634278108,2025-06-03,W64L5BBSF7,L-02150,1.19,GOLD,261373,Gold Earrings,22K,2023-12-19,ACTIVE,89689,5.69
Nitin Reddy,9324414892,2026-04-08,XD5YF2MJ6K,L-02151,1.54,GOLD,422199,Gold Chain (Man),22K,2023-08-29,CLOSED,179228,27.47
Anita Reddy,9545774040,2025-07-06,PHQAUKXUDP,L-02152,0.99,GOLD,259541,Gold Bangles (4 pcs),22K,2024-12-19,ACTIVE,81647,6.54
Arun Trivedi,9869208057,2025-03-25,UQOQJ4DAFS,L-02153,2.40,GOLD,209976,Gold Chain (Man),22K,2024-08-12,CLOSED,22919,28.92
Amit Reddy,9916178708,2026-02-24,ZLQKMHVLDX,L-02154,1.77,GOLD,330847,Gold Bangles (4 pcs),22K,2023-08-21,ACTIVE,27526,14.01
Kavita Patel,9748156565,2026-07-31,TOYDYTMGMT,L-02155,1.74,GOLD,190440,Gold Bangles (4 pcs),22K,2023-09-28,ACTIVE,82462,30.06
Nitin Shah,9751177363,2025-11-25,MDNUXY5546,L-02156,1.71,GOLD,38487,Gold Bracelet,22K,2025-10-16,CLOSED,558,9.31
Vikram Das,9818726897,2025-12-06,IJ7WUBDJ9D,L-02157,0.70,GOLD,437612,Gold Ring,22K,2024-08-12,CLOSED,115695,17.9
Sanjay Chopra,9905492024,2025-06-21,XGAIPRMYRZ,L-02158,1.07,GOLD,237046,Gold Necklace Set,22K,2023-03-24,CLOSED,11764,28.71
Amit Trivedi,9476671956,2025-11-30,4M6FLEYZZG,L-02159,2.19,GOLD,214310,Gold Bangles (4 pcs),22K,2025-09-25,OVERDUE,22609,22.59
Anita Iyer,9689973745,2025-03-06,MH6GEPTGVZ,L-02160,1.35,GOLD,485422,Gold Necklace Set,22K,2024-04-19,ACTIVE,172741,6.27
Pooja Iyer,9759460460,2026-07-31,0BZ2HDS96N,L-02161,0.54,GOLD,51351,Gold Earrings,22K,2025-07-02,ACTIVE,11175,4.17
Gaurav Agarwal,9296338947,2026-06-16,4OQJRLTGMR,L-02162,0.55,GOLD,428348,Gold Ring,22K,2025-12-17,ACTIVE,138520,14.96
Anjali Sharma,9626954577,2025-07-11,HUZ2YRX02Z,L-02163,1.71,GOLD,313637,Gold Chain (Man),22K,2023-12-09,ACTIVE,19288,25.51
Ravi Chopra,9430218550,2026-08-19,SI2IN08QAK,L-02164,1.53,GOLD,44708,Gold Bracelet,22K,2025-04-19,CLOSED,5836,16.91
Sunita Nair,9344675118,2026-04-17,CY3G9T83HM,L-02165,1.12,GOLD,181339,Gold Bracelet,22K,2025-12-23,CLOSED,21848,31.79
Vikram Shah,9225094058,2025-10-05,A4D8WMEC7L,L-02166,1.06,GOLD,77633,Gold Chain (Man),22K,2024-04-09,OVERDUE,25921,31.08
Rekha Shah,9519251795,2026-11-08,YIRY2EIZIP,L-02167,1.92,GOLD,409529,Gold Bracelet,22K,2024-10-24,CLOSED,35376,23.99
Anjali Das,9504182144,2025-07-28,56QFZSLH16,L-02168,2.10,GOLD,204197,Gold Chain (Man),22K,2023-10-09,ACTIVE,37283,25.57
Anjali Verma,9728880480,2026-10-19,1J1S4JBEBH,L-02169,1.14,GOLD,298949,Gold Necklace Set,22K,2023-12-19,ACTIVE,14186,7.23
Amit Gupta,9334295031,2025-07-23,R7MG6RDYYT,L-02170,1.06,GOLD,440267,Gold Bracelet,22K,2025-08-06,OVERDUE,6716,19.63
Kavita Sharma,9597325937,2025-01-13,ITW6V15LPS,L-02171,1.23,GOLD,73167,Gold Ring,22K,2023-04-14,CLOSED,9135,16.85
Lata Desai,9820409754,2025-11-10,IS73SK4W7G,L-02172,1.88,GOLD,356370,Gold Chain (Man),22K,2025-09-13,CLOSED,84868,25.84
Gaurav Das,9158465483,2025-11-29,SDPG29VGVG,L-02173,1.59,GOLD,467454,Gold Earrings,22K,2024-12-18,ACTIVE,87509,21.45
Neha Singh,9885042701,2025-01-13,HJOXIG2PII,L-02174,2.16,GOLD,327215,Gold Necklace Set,22K,2024-01-25,CLOSED,104839,4.11
Lata Singh,9708984863,2026-07-26,95C7X3O100,L-02175,1.91,GOLD,167126,Gold Bangles (4 pcs),22K,2025-07-02,ACTIVE,23523,18.66
Sunita Reddy,9526631881,2026-06-17,3RDDLSSH9T,L-02176,2.44,GOLD,395119,Gold Bangles (4 pcs),22K,2023-08-02,ACTIVE,49677,24.37
Ravi Agarwal,9661096013,2025-08-26,MRKG2UDUHD,L-02177,1.72,GOLD,28738,Gold Bracelet,22K,2025-04-18,ACTIVE,11944,18.55
Ashok Trivedi,9184159469,2026-05-02,47ANHC2ISD,L-02178,2.50,GOLD,103399,Gold Earrings,22K,2025-12-27,CLOSED,47547,19.62
Neha Reddy,9324816473,2026-08-01,YB6JK0ZLAA,L-02179,1.71,GOLD,307326,Gold Chain (Man),22K,2024-12-24,ACTIVE,34629,20.73
Anjali Patel,9891226561,2025-05-14,Y3BT9T6Q5Z,L-02180,2.49,GOLD,300747,Gold Ring,22K,2023-07-02,OVERDUE,86225,8.69
Kavita Iyer,9910796037,2026-11-21,UB1YOC11IB,L-02181,1.89,GOLD,426031,Gold Ring,22K,2025-02-27,OVERDUE,145522,27.27
Anjali Patel,9422005419,2026-06-21,RUGW9ZDB2J,L-02182,1.42,GOLD,56069,Gold Ring,22K,2023-07-26,CLOSED,7297,28.69
Rajesh Desai,9536009441,2025-07-28,ZTOSX99H7Z,L-02183,1.01,GOLD,163195,Gold Ring,22K,2024-06-15,ACTIVE,37812,25.41
Nitin Agarwal,9423991416,2025-09-26,3JJU4XNRVC,L-02184,1.34,GOLD,61787,Gold Earrings,22K,2023-05-25,OVERDUE,6344,10.76
Amit Verma,9278141042,2026-11-28,WGUWC2PJM7,L-02185,0.93,GOLD,35288,Gold Ring,22K,2023-05-23,ACTIVE,15173,12.65
Sunita Reddy,9991864623,2026-06-08,WX41D6QJ8W,L-02186,0.76,GOLD,408116,Gold Necklace Set,22K,2025-03-17,ACTIVE,192098,2.47
Suresh Sharma,9953474629,2025-03-31,47V7P7DKAJ,L-02187,2.44,GOLD,269640,Gold Earrings,22K,2024-06-04,ACTIVE,70610,22.35
Gaurav Mehta,9895239124,2025-05-10,UTU0MTCYJF,L-02188,1.37,GOLD,114304,Gold Necklace Set,22K,2023-01-26,ACTIVE,34891,11.64
Lata Mehta,9681512920,2025-02-27,XCL35UYX0A,L-02189,2.00,GOLD,328796,Gold Earrings,22K,2023-11-10,ACTIVE,153671,11.24
Ashok Shah,9754117331,2026-08-08,ER6ZTKZG1B,L-02190,0.71,GOLD,392522,Gold Necklace Set,22K,2024-06-01,ACTIVE,137106,27.25
Gaurav Bose,9543024854,2026-10-19,QBGOJE9EOM,L-02191,1.24,GOLD,76777,Gold Chain (Man),22K,2024-08-14,ACTIVE,10694,13.04
Gaurav Agarwal,9531446909,2025-10-28,GY2CQ4N8LL,L-02192,2.40,GOLD,497420,Gold Chain (Man),22K,2023-05-26,ACTIVE,178543,20.08
Swati Pillai,9776910081,2025-11-28,UAACGOPRWK,L-02193,0.77,GOLD,39263,Gold Bangles (4 pcs),22K,2024-01-09,ACTIVE,9542,5.2
Pooja Chopra,9823250028,2026-03-28,LVZ1Z78TOE,L-02194,1.44,GOLD,52051,Gold Ring,22K,2025-05-23,ACTIVE,2541,3.25
Sita Patel,9621844874,2025-04-26,BRULDRTOTS,L-02195,0.92,GOLD,53463,Gold Bangles (4 pcs),22K,2023-05-26,OVERDUE,24192,18.84
Neha Iyer,9387678739,2026-04-07,34EK6KZTVY,L-02196,1.02,GOLD,143112,Gold Necklace Set,22K,2023-09-14,OVERDUE,9892,17.41
Amit Desai,9484787409,2026-04-13,9GZI0PS4AK,L-02197,2.15,GOLD,280210,Gold Bangles (4 pcs),22K,2024-03-10,ACTIVE,42060,7
Deepak Modi,9407023910,2025-03-31,4J7TOIPH1H,L-02198,0.99,GOLD,435899,Gold Ring,22K,2023-02-09,ACTIVE,197222,27
Manoj Gupta,9323746495,2026-04-12,WL98TOKHFQ,L-02199,2.49,GOLD,167596,Gold Necklace Set,22K,2023-01-18,ACTIVE,44552,30.27
Vikram Bose,9667141649,2026-11-11,TBWIJWCK1X,L-02200,1.60,GOLD,213784,Gold Bangles (4 pcs),22K,2025-11-14,OVERDUE,73690,23.07
Rajesh Patel,9829846063,2025-07-21,J11CZDPRSG,L-02201,1.89,GOLD,388354,Gold Ring,22K,2025-09-16,OVERDUE,49675,22.46
Lata Patel,9603957098,2025-09-07,6BQY7LPM0J,L-02202,2.50,GOLD,43925,Gold Bracelet,22K,2025-01-23,ACTIVE,2895,22.02
Sanjay Reddy,9430059093,2025-01-26,AKQHRA54EB,L-02203,1.66,GOLD,153241,Gold Chain (Man),22K,2024-04-14,OVERDUE,43926,25.19
Rajesh Agarwal,9340811034,2025-08-29,O042KG7HGU,L-02204,1.15,GOLD,189711,Gold Chain (Man),22K,2023-01-28,ACTIVE,12865,29.71
Ravi Nair,9439607427,2025-09-28,CBL37VNS4E,L-02205,1.12,GOLD,205917,Gold Bangles (4 pcs),22K,2023-10-16,OVERDUE,91604,18.72
Ashok Sharma,9475860679,2026-02-26,REVN93C31Y,L-02206,1.22,GOLD,118303,Gold Chain (Man),22K,2025-02-28,CLOSED,12937,8.9
Amit Gupta,9139183341,2026-05-28,7QT25CKUCV,L-02207,0.58,GOLD,378784,Gold Bangles (4 pcs),22K,2023-05-14,OVERDUE,126154,20.36
Vikram Verma,9643443906,2025-08-28,OI1DH7RFY3,L-02208,2.43,GOLD,28295,Gold Necklace Set,22K,2025-10-14,ACTIVE,9587,13.56
Priya Desai,9463690727,2026-06-27,GLFANTQB2D,L-02209,1.81,GOLD,474758,Gold Earrings,22K,2023-12-31,ACTIVE,121418,29.64
Meena Agarwal,9606559847,2026-10-01,KW1YU6EVBN,L-02210,0.88,GOLD,29451,Gold Necklace Set,22K,2023-10-31,OVERDUE,5958,8.8
Anjali Das,9663060197,2026-02-08,GXZXR989FM,L-02211,1.24,GOLD,362988,Gold Earrings,22K,2023-10-06,ACTIVE,58109,28.35
Ravi Modi,9154513513,2026-05-10,1ITHJI4PFJ,L-02212,0.95,GOLD,171072,Gold Bracelet,22K,2023-11-07,ACTIVE,73973,7.34
Anita Bose,9375878062,2026-03-31,IN708535R5,L-02213,0.57,GOLD,168205,Gold Necklace Set,22K,2023-10-21,ACTIVE,64749,2.27
Sita Sharma,9140591122,2025-01-09,4G3V7OTGND,L-02214,1.72,GOLD,271728,Gold Necklace Set,22K,2025-10-08,ACTIVE,48173,10.02
Anita Desai,9465331171,2026-04-10,CNMNTVMKU1,L-02215,2.02,GOLD,407436,Gold Earrings,22K,2025-12-11,ACTIVE,156463,26.28
Pooja Trivedi,9747697685,2025-12-02,PMAL2MLSWS,L-02216,2.44,GOLD,234679,Gold Bangles (4 pcs),22K,2024-06-17,ACTIVE,113468,6.74
Pooja Mehta,9731318558,2026-11-24,GXUP6MPH03,L-02217,1.81,GOLD,352749,Gold Chain (Man),22K,2023-07-28,OVERDUE,143515,6.43
Rohit Reddy,9561472390,2025-01-26,OWLLYUED7Y,L-02218,1.39,GOLD,91900,Gold Ring,22K,2023-04-08,ACTIVE,12807,23.38
Priya Trivedi,9240665843,2026-11-25,J8TQIY79BH,L-02219,1.46,GOLD,157644,Gold Bangles (4 pcs),22K,2025-05-03,ACTIVE,68348,24.92
Swati Modi,9218224111,2026-12-24,X2TR84ITMG,L-02220,0.77,GOLD,312164,Gold Bracelet,22K,2024-02-09,OVERDUE,91237,4.46
Pooja Modi,9614184740,2026-09-03,8TX0XVOGT7,L-02221,1.93,GOLD,187339,Gold Chain (Man),22K,2024-04-24,ACTIVE,65949,11.04
Rohit Jain,9678905849,2026-04-15,FQXB6R3M22,L-02222,0.77,GOLD,11310,Gold Earrings,22K,2025-03-15,ACTIVE,610,27.72
Pooja Shah,9462745236,2025-08-15,AL93THB0RC,L-02223,1.47,GOLD,89213,Gold Ring,22K,2024-04-21,OVERDUE,10190,28.85
Kavita Jain,9803900994,2025-05-30,2FJ67V8CFL,L-02224,1.47,GOLD,323035,Gold Ring,22K,2023-01-21,OVERDUE,95104,9.83
Anita Shah,9769592509,2025-06-13,SOFZA36R2U,L-02225,1.74,GOLD,207082,Gold Chain (Man),22K,2024-12-21,CLOSED,74316,13.78
Amit Mehta,9277374895,2025-02-22,T3NLZTGZ0C,L-02226,1.33,GOLD,295619,Gold Chain (Man),22K,2025-10-20,CLOSED,80623,5.52
Sita Desai,9876546035,2025-10-17,OUANJRX4VF,L-02227,1.89,GOLD,82570,Gold Earrings,22K,2025-01-30,OVERDUE,21642,25.75
Priya Chopra,9155250293,2025-03-21,E17I38A94O,L-02228,2.05,GOLD,487898,Gold Earrings,22K,2023-10-06,ACTIVE,219757,22.85
Anita Patel,9889155509,2026-11-08,RYZHSKCWQ2,L-02229,1.32,GOLD,38171,Gold Chain (Man),22K,2024-12-20,CLOSED,5267,21.67
Sunita Bose,9953280309,2025-04-25,RDAF4O0H5D,L-02230,1.13,GOLD,229212,Gold Bangles (4 pcs),22K,2024-10-24,ACTIVE,93959,26.23
Sanjay Pillai,9525660281,2025-05-21,UU4NM3JZAO,L-02231,1.01,GOLD,368238,Gold Ring,22K,2024-04-07,ACTIVE,149520,20.33
Rekha Sharma,9867431440,2025-01-25,WRXRC1FVQ3,L-02232,1.96,GOLD,347686,Gold Bracelet,22K,2025-03-01,ACTIVE,116258,3.53
Rajesh Das,9674336513,2025-11-05,AJMJNRP69F,L-02233,0.72,GOLD,57596,Gold Earrings,22K,2024-03-16,OVERDUE,24068,4.89
Anjali Nair,9642582251,2025-08-08,HEEBKNFP6A,L-02234,2.15,GOLD,34714,Gold Bracelet,22K,2023-01-26,ACTIVE,2375,22.66
Neha Sharma,9606754900,2025-01-07,0POCWDU3Z3,L-02235,1.20,GOLD,94594,Gold Bangles (4 pcs),22K,2023-05-09,CLOSED,10980,26.96
Ashok Agarwal,9118380662,2026-06-11,MLUYHEHRHS,L-02236,1.75,GOLD,403460,Gold Bracelet,22K,2025-09-05,CLOSED,154552,5.58
Priya Bose,9957567729,2026-05-16,T2HVIHYSIO,L-02237,2.11,GOLD,88117,Gold Bracelet,22K,2025-12-30,ACTIVE,9105,6.62
Meena Iyer,9625075319,2026-09-22,I10V5O4FK0,L-02238,1.97,GOLD,191762,Gold Bracelet,22K,2023-02-27,OVERDUE,45639,10.81
Kavita Trivedi,9731191527,2025-07-08,5TU2SA3JV5,L-02239,1.92,GOLD,368469,Gold Bangles (4 pcs),22K,2025-07-03,OVERDUE,164707,8.92
Vikram Verma,9141854006,2025-08-19,B31EIQAXYD,L-02240,1.87,GOLD,103868,Gold Bracelet,22K,2024-08-01,CLOSED,44307,3.21
Ravi Pillai,9584906232,2026-09-19,9KRRS685L0,L-02241,1.23,GOLD,344546,Gold Necklace Set,22K,2023-09-01,ACTIVE,78237,31.08
Rohit Bose,9370027932,2025-03-25,O87U8ARU3E,L-02242,1.43,GOLD,401547,Gold Bracelet,22K,2023-03-12,ACTIVE,14274,21.92
Rekha Gupta,9852300952,2026-05-12,6MXR2UU8RY,L-02243,1.22,GOLD,380233,Gold Earrings,22K,2023-04-17,OVERDUE,79708,2.08
Sanjay Iyer,9258192397,2026-12-24,XEAO9UX9F1,L-02244,0.91,GOLD,344127,Gold Bracelet,22K,2025-11-10,ACTIVE,127284,4.07
Rajesh Iyer,9804721867,2026-04-12,9KH709R62E,L-02245,2.44,GOLD,99987,Gold Bangles (4 pcs),22K,2025-04-23,OVERDUE,47353,5.61
Meena Desai,9168429252,2025-06-29,7RH1W9MHHM,L-02246,1.51,GOLD,203411,Gold Ring,22K,2023-11-06,CLOSED,39019,16.52
Sunita Patel,9420579612,2026-02-18,R65VLE9RD9,L-02247,1.23,GOLD,496005,Gold Ring,22K,2024-07-11,ACTIVE,39988,30.15
Sita Iyer,9449126607,2025-03-09,QICNX2B1LB,L-02248,2.46,GOLD,189589,Gold Necklace Set,22K,2023-02-09,ACTIVE,72545,28.62
Meena Das,9474703680,2025-10-14,J7IMORHLPD,L-02249,1.08,GOLD,87368,Gold Bracelet,22K,2025-05-06,ACTIVE,12130,5.9
Anjali Reddy,9697611726,2025-07-15,PJSR1F10L3,L-02250,2.38,GOLD,204373,Gold Ring,22K,2025-08-09,CLOSED,23844,11.08
Manoj Verma,9112791643,2025-06-28,OK4WG8ERT8,L-02251,2.06,GOLD,237820,Gold Ring,22K,2023-06-10,CLOSED,41276,10.28
Neha Trivedi,9315193401,2026-05-09,ZS819CKMW9,L-02252,2.30,GOLD,472175,Gold Earrings,22K,2025-10-29,ACTIVE,168942,20
Kavita Trivedi,9359748253,2026-05-25,HOSWOFBLZ8,L-02253,1.67,GOLD,408108,Gold Chain (Man),22K,2023-05-19,ACTIVE,180441,29.19
Arun Singh,9169791927,2026-07-17,MB1XQJKUFW,L-02254,0.82,GOLD,210645,Gold Bangles (4 pcs),22K,2023-05-05,ACTIVE,99940,2.2
Vikram Modi,9776760517,2025-06-03,AKQUDU961K,L-02255,1.67,GOLD,355859,Gold Bracelet,22K,2023-04-16,OVERDUE,146821,20.69
Anjali Gupta,9409795017,2026-07-25,OBD0JQL0LX,L-02256,0.67,GOLD,330717,Gold Necklace Set,22K,2025-06-03,ACTIVE,106847,29.71
Deepak Agarwal,9715331909,2026-12-19,N9MX69IBW2,L-02257,2.24,GOLD,52623,Gold Ring,22K,2024-03-10,ACTIVE,22804,18.15
Ashok Pillai,9487050022,2025-01-27,1FKHRCM181,L-02258,2.05,GOLD,338193,Gold Ring,22K,2025-05-06,OVERDUE,77323,17.21
Gaurav Chopra,9916245707,2025-05-13,47CNMHFRIN,L-02259,1.27,GOLD,496846,Gold Chain (Man),22K,2025-01-19,ACTIVE,217675,19.87
Rohit Bose,9456814703,2026-06-08,G86SKSSI5K,L-02260,1.08,GOLD,19505,Gold Chain (Man),22K,2025-12-10,ACTIVE,7511,22.78
Sunita Kumar,9235585768,2026-07-30,BNNLBXO143,L-02261,1.20,GOLD,51456,Gold Necklace Set,22K,2023-05-29,OVERDUE,5509,22.47
Neha Sharma,9383764811,2026-04-12,UACRA68LYR,L-02262,2.03,GOLD,74252,Gold Necklace Set,22K,2025-04-08,CLOSED,24890,25.87
Ashok Chopra,9567834889,2025-09-06,K16H6BLG84,L-02263,1.75,GOLD,275986,Gold Earrings,22K,2023-08-09,OVERDUE,49140,20.64
Swati Verma,9982280934,2025-02-06,MUL09JW24E,L-02264,1.23,GOLD,433950,Gold Bracelet,22K,2023-02-14,ACTIVE,178313,31.74
Sita Nair,9337396984,2026-11-01,UZTS3DQX88,L-02265,1.20,GOLD,179226,Gold Bangles (4 pcs),22K,2023-07-22,ACTIVE,24896,25.61
Amit Patel,9199664027,2026-08-24,B7DEEU4AN8,L-02266,0.56,GOLD,115800,Gold Chain (Man),22K,2025-07-20,ACTIVE,37575,4.6
Vikram Reddy,9353375861,2026-10-29,PEGSPT4ARY,L-02267,2.39,GOLD,37651,Gold Earrings,22K,2025-07-03,ACTIVE,6551,22.9
Rekha Das,9972547653,2025-04-10,CI0UEPOI9A,L-02268,2.06,GOLD,127526,Gold Necklace Set,22K,2024-09-07,ACTIVE,45603,3.17
Suresh Chopra,9503673521,2026-12-02,JI3T0I1T4C,L-02269,1.32,GOLD,115596,Gold Bracelet,22K,2023-07-22,ACTIVE,42611,15.66
Nitin Reddy,9848451652,2026-06-12,08Y0602C01,L-02270,0.58,GOLD,433824,Gold Bracelet,22K,2024-12-12,OVERDUE,63012,18.63
Rajesh Das,9342008267,2025-01-30,7SDFYCXE21,L-02271,1.65,GOLD,329974,Gold Bracelet,22K,2025-10-02,CLOSED,125600,3.16
Rajesh Patel,9829846063,2025-03-12,Q8RLTG4XUD,L-02272,1.54,GOLD,498980,Gold Ring,22K,2025-05-12,ACTIVE,146317,3.29
Sunita Mehta,9363271419,2026-11-01,V1EA0PRAJ7,L-02273,1.46,GOLD,322239,Gold Necklace Set,22K,2023-12-26,ACTIVE,80678,14.32
Ravi Mehta,9135057215,2025-07-01,983AAGXB9A,L-02274,2.44,GOLD,157627,Gold Ring,22K,2024-10-05,ACTIVE,3472,29.59
Swati Verma,9562081334,2025-03-20,CZ1L61D1MF,L-02275,1.63,GOLD,173408,Gold Bangles (4 pcs),22K,2024-02-04,ACTIVE,82197,10.47
Anjali Trivedi,9420590082,2026-10-18,S2PLT1UU1Q,L-02276,0.59,GOLD,71748,Gold Ring,22K,2023-10-30,ACTIVE,5450,11.19
Rajesh Pillai,9439221264,2026-08-02,1Q75A9EXGC,L-02277,1.23,GOLD,169196,Gold Ring,22K,2025-02-07,CLOSED,49953,6.85
Deepak Patel,9585259176,2025-08-10,EJALCBCAUV,L-02278,1.48,GOLD,458494,Gold Bracelet,22K,2023-07-29,ACTIVE,59787,22.95
Gaurav Shah,9468982028,2025-01-26,Y2M0JURR69,L-02279,1.33,GOLD,231873,Gold Bangles (4 pcs),22K,2023-08-24,ACTIVE,114522,29.44
Sanjay Chopra,9630493727,2026-07-13,3KQLQE7IFF,L-02280,0.67,GOLD,134091,Gold Necklace Set,22K,2023-11-18,ACTIVE,7835,16.33
Arun Singh,9457312264,2025-05-17,HNDEHF32W2,L-02281,1.92,GOLD,466623,Gold Necklace Set,22K,2025-06-03,CLOSED,231373,27.33
Sita Verma,9870369755,2025-08-21,71R5NJY5Y2,L-02282,2.01,GOLD,17305,Gold Bangles (4 pcs),22K,2023-02-06,ACTIVE,4685,6.99
Vikram Kumar,9121613772,2026-12-21,BWR0K9IR0U,L-02283,0.60,GOLD,308732,Gold Ring,22K,2024-02-25,ACTIVE,31160,14.97
Deepak Singh,9311208275,2025-04-15,OHMNCU09R0,L-02284,0.58,GOLD,264198,Gold Earrings,22K,2024-07-09,ACTIVE,101439,13.71
Manoj Pillai,9871510338,2026-06-03,M59DCTT8WR,L-02285,1.47,GOLD,401518,Gold Earrings,22K,2024-06-03,ACTIVE,172005,23.75
Neha Modi,9145559027,2026-12-08,AUZGYR5ILY,L-02286,1.72,GOLD,469750,Gold Chain (Man),22K,2025-12-18,ACTIVE,223027,24.79
Sanjay Modi,9621426305,2025-01-20,HHCOHHQZX2,L-02287,0.67,GOLD,152335,Gold Necklace Set,22K,2024-07-24,ACTIVE,62600,30.93
Suresh Reddy,9374767371,2025-08-21,JD4YQJSMP7,L-02288,1.30,GOLD,224946,Gold Bracelet,22K,2025-06-05,OVERDUE,53878,19.48
Anjali Verma,9551825494,2026-08-05,LNFAONXC4B,L-02289,1.71,GOLD,243897,Gold Bracelet,22K,2023-03-01,ACTIVE,61293,12.2
Priya Patel,9621566457,2026-04-26,PABF2SM1UZ,L-02290,1.08,GOLD,92679,Gold Chain (Man),22K,2023-10-21,CLOSED,28694,20.3
Sunita Jain,9759920446,2026-06-09,V551MNR2J2,L-02291,1.14,GOLD,453617,Gold Bracelet,22K,2025-12-14,ACTIVE,16537,15.93
Suresh Modi,9938983294,2026-08-10,XQI7VJLSK6,L-02292,1.31,GOLD,85699,Gold Bangles (4 pcs),22K,2024-03-28,ACTIVE,39930,27.33
Priya Das,9939189477,2025-08-19,O6FVL47CYU,L-02293,0.83,GOLD,392056,Gold Bangles (4 pcs),22K,2024-05-31,OVERDUE,19060,26.66
Ravi Desai,9587880164,2025-01-21,DEQ961SCEO,L-02294,1.43,GOLD,223146,Gold Ring,22K,2025-07-21,OVERDUE,80280,20.43
Priya Gupta,9349917802,2025-01-28,6JRZEE6GYC,L-02295,2.16,GOLD,16909,Gold Bangles (4 pcs),22K,2024-09-30,ACTIVE,5401,4.07
Amit Das,9284929292,2026-05-02,EYMU8RCJRQ,L-02296,1.68,GOLD,75423,Gold Earrings,22K,2025-02-13,ACTIVE,7757,14.34
Amit Shah,9544078689,2026-07-24,O20JG9CN0R,L-02297,2.10,GOLD,395114,Gold Ring,22K,2024-12-28,OVERDUE,181642,31.16
Kavita Desai,9348734983,2025-05-23,GVDZFA60JH,L-02298,2.09,GOLD,441712,Gold Ring,22K,2023-10-19,OVERDUE,205726,30.35
Anjali Agarwal,9265304283,2026-03-07,UGL8PE6HD2,L-02299,1.00,GOLD,462137,Gold Bangles (4 pcs),22K,2023-06-26,ACTIVE,33932,17
Swati Nair,9484294615,2025-06-26,6ZV2P83W3Y,L-02300,1.97,GOLD,164964,Gold Bangles (4 pcs),22K,2025-01-25,ACTIVE,74193,18.47
Ashok Reddy,9495856456,2025-08-18,UW2VYRTWKL,L-02301,2.24,GOLD,243582,Gold Earrings,22K,2024-03-31,ACTIVE,104064,2.97
Lata Jain,9223417483,2026-02-09,9Q0KRSCZHI,L-02302,0.78,GOLD,264691,Gold Necklace Set,22K,2024-03-01,ACTIVE,85104,20.91
Deepak Agarwal,9578787208,2026-01-30,HFI2K6B4BU,L-02303,1.30,GOLD,486100,Gold Ring,22K,2024-06-23,ACTIVE,86384,9.62
Rohit Agarwal,9443190383,2026-08-23,2U68SW7IOE,L-02304,1.08,GOLD,267659,Gold Bangles (4 pcs),22K,2023-12-31,ACTIVE,108328,19.93
Anita Desai,9145551648,2025-08-21,KXN8XHJM9F,L-02305,2.29,GOLD,313322,Gold Earrings,22K,2023-12-12,CLOSED,53520,25.44
Kavita Jain,9525912798,2026-12-24,H0VY2F0TMV,L-02306,2.07,GOLD,331200,Gold Necklace Set,22K,2023-10-21,CLOSED,17101,26.62
Anjali Shah,9355476282,2025-09-30,Y7PNW8UYEJ,L-02307,2.41,GOLD,152931,Gold Bangles (4 pcs),22K,2025-01-08,OVERDUE,18958,8.35
Manoj Modi,9426336625,2025-11-26,HEP4FOQIPG,L-02308,0.87,GOLD,341442,Gold Earrings,22K,2024-04-22,ACTIVE,59338,4.46
Rohit Agarwal,9443190383,2026-10-03,3JR3RUCK46,L-02309,0.52,GOLD,387905,Gold Bracelet,22K,2025-05-01,OVERDUE,13533,23.65
Amit Trivedi,9972771706,2026-01-20,8UY24ZB002,L-02310,1.66,GOLD,330154,Gold Bangles (4 pcs),22K,2024-05-08,ACTIVE,59339,28.43
Vikram Bose,9745323037,2025-10-17,Q1NXVKD14U,L-02311,1.75,GOLD,212136,Gold Bracelet,22K,2025-10-02,OVERDUE,89129,24.2
Lata Sharma,9272818683,2025-12-11,MZKJ3AT889,L-02312,0.58,GOLD,388496,Gold Chain (Man),22K,2025-09-23,OVERDUE,191283,12.38
Rekha Patel,9146163925,2025-09-07,HYGDVO6WOX,L-02313,1.60,GOLD,130947,Gold Necklace Set,22K,2024-11-25,ACTIVE,12240,5.14
Swati Agarwal,9179254632,2026-07-18,W9UZ9O8TA4,L-02314,0.74,GOLD,264021,Gold Chain (Man),22K,2024-04-15,CLOSED,18481,10.66
Kavita Verma,9204649857,2025-09-14,MDYVZJ76OC,L-02315,1.73,GOLD,447478,Gold Bangles (4 pcs),22K,2024-08-15,OVERDUE,105892,30.1
Rekha Chopra,9664828140,2026-11-14,SZ0KK2P4GB,L-02316,1.02,GOLD,146074,Gold Chain (Man),22K,2025-10-26,ACTIVE,51668,7.66
