ActiveLoans,Address,Gstin,Id,JoinDate,LoyaltyPoints,Name,Phone,TotalPurchases
1,"Sadar, Mumbai",,C06158,2021-08-23,957,Vikram Trivedi,9574505441,957583
2,"Navrangpura, Lucknow",,C06159,2024-02-16,1842,Deepak Reddy,9852199932,1842206
2,"MG Road, Indore",,C06160,2025-08-07,4394,Deepak Verma,9502070324,4394741
2,"Charminar, Hyderabad",,C06161,2025-07-13,1492,Sanjay Jain,9578273343,1492112
2,"Bandra West, Jaipur",,C06162,2021-03-21,3397,Kavita Sharma,9749769516,3397370
0,"Sector 17, Varanasi",,C06163,2020-06-12,2185,Gaurav Gupta,9935817897,2185021
3,"Johari Bazaar, Chennai",,C06164,2023-10-09,1895,Suresh Iyer,9143597938,1895284
2,"Karol Bagh, Surat",,C06165,2024-11-30,2272,Manoj Trivedi,9667236297,2272697
2,"Charminar, Ahmedabad",,C06166,2020-12-19,998,Sanjay Agarwal,9224585969,998464
2,"Hazratganj, Hyderabad",,C06167,2020-10-29,453,Pooja Bose,9587045805,453649
2,"MG Road, Delhi",,C06168,2020-04-20,2213,Sunita Kumar,9235585768,2213248
2,"New Market, Ahmedabad",1636RBXZ9XL1,C06169,2020-12-30,3792,Neha Das,9240954400,3792319
1,"Sector 17, Bangalore",,C06170,2023-08-11,1540,Amit Singh,9688799124,1540932
0,"Godowlia, Kolkata",,C06171,2021-04-11,2009,Swati Shah,9534457587,2009744
3,"Navrangpura, Chennai",,C06172,2020-07-06,545,Swati Shah,9524688813,545401
1,"Navrangpura, Surat",,C06173,2020-07-12,4422,Sita Singh,9384180028,4422315
2,"Karol Bagh, Varanasi",,C06174,2024-12-01,1962,Sita Mehta,9134490167,1962931
2,"Ring Road, Surat",27AURT28U7R7,C06175,2022-02-08,1920,Manoj Iyer,9494334523,1920481
3,"Charminar, Surat",,C06176,2023-01-06,2411,Amit Reddy,9255207898,2411483
3,"Godowlia, Chandigarh",,C06177,2025-12-14,4152,Rajesh Nair,9211650504,4152922
0,"Navrangpura, Mumbai",,C06178,2021-04-30,732,Priya Bose,9144632477,732010
2,"Navrangpura, Bangalore",,C06179,2025-08-22,3809,Vikram Iyer,9915198409,3809863
1,"Karol Bagh, Hyderabad",,C06180,2023-07-14,837,Sanjay Sharma,9641865349,837010
1,"Commercial St, Lucknow",,C06181,2023-10-20,3263,Ravi Kumar,9388411818,3263109
1,"Charminar, Chennai",,C06182,2020-01-02,2298,Suresh Trivedi,9135306768,2298447
0,"Godowlia, Bangalore",,C06183,2021-10-19,205,Rohit Agarwal,9842953844,205136
3,"MG Road, Jaipur",,C06184,2024-07-26,3662,Rekha Desai,9408358403,3662317
1,"MG Road, Surat",,C06185,2022-07-09,446,Suresh Das,9783130286,446995
2,"Karol Bagh, Chennai",,C06186,2023-11-22,1291,Meena Gupta,9313547873,1291153
2,"Navrangpura, Pune",,C06187,2020-12-30,2559,Rekha Nair,9196059071,2559875
1,"MG Road, Jaipur",,C06188,2020-06-17,3211,Meena Sharma,9328956698,3211172
2,"T Nagar, Surat",,C06189,2025-07-28,2465,Meena Desai,9612663797,2465542
3,"Hazratganj, Bangalore",25XE6VD41Q1H,C06190,2022-06-25,2518,Nitin Bose,9454345243,2518548
2,"Rajwada, Ahmedabad",323NBRESE6FJ,C06191,2023-04-25,1478,Kavita Patel,9734909703,1478203
2,"T Nagar, Chennai",,C06192,2025-12-19,4096,Suresh Singh,9313917422,4096457
0,"New Market, Mumbai",,C06193,2025-03-31,4604,Pooja Shah,9886276870,4604255
1,"Karol Bagh, Kolkata",,C06194,2022-07-04,4957,Pooja Shah,9764843619,4957939
2,"Commercial St, Hyderabad",16U6MFF89ZE3,C06195,2025-10-14,4230,Gaurav Iyer,9833727876,4230262
1,"Sadar, Jaipur",16DTDA1ETS7F,C06196,2023-10-03,696,Priya Iyer,9512318305,696319
2,"Godowlia, Indore",,C06197,2022-06-16,2363,Lata Desai,9537821844,2363350
1,"Commercial St, Kolkata",,C06198,2023-01-16,4732,Pooja Kumar,9706161803,4732407
2,"Ring Road, Surat",,C06199,2020-03-03,3249,Deepak Verma,9386409811,3249531
3,"Karol Bagh, Mumbai",,C06200,2025-02-16,4720,Neha Iyer,9651608444,4720025
3,"Bandra West, Bangalore",13HFR32PFO3E,C06201,2025-10-30,2857,Lata Das,9804479407,2857489
0,"Karol Bagh, Chandigarh",2636DS7K7P74,C06202,2025-02-03,1716,Rohit Nair,9442091696,1716327
1,"Godowlia, Jaipur",,C06203,2024-03-23,761,Priya Verma,9586795811,761907
2,"Charminar, Surat",18KC55X7ANDI,C06204,2021-08-11,3611,Nitin Das,9657608538,3611241
1,"T Nagar, Surat",32FG2L19JN13,C06205,2022-11-11,1194,Pooja Kumar,9650856748,1194330
3,"Godowlia, Ahmedabad",29J3G3NGQ303,C06206,2023-09-09,652,Anita Reddy,9101617188,652958
1,"Sadar, Chennai",,C06207,2023-06-24,3113,Amit Verma,9439109204,3113321
3,"MG Road, Chandigarh",,C06208,2020-02-27,3371,Kavita Pillai,9507727539,3371998
3,"Johari Bazaar, Mumbai",,C06209,2020-08-17,4434,Pooja Pillai,9367876170,4434576
3,"Commercial St, Lucknow",,C06210,2021-06-24,907,Ravi Jain,9607273502,907677
1,"Commercial St, Bangalore",24NS2VQPIWKO,C06211,2020-08-23,4303,Swati Patel,9335495913,4303445
3,"Commercial St, Delhi",,C06212,2025-09-21,3651,Anita Gupta,9432272621,3651330
2,"New Market, Indore",31GP1HW0MOMP,C06213,2024-11-27,797,Ashok Gupta,9656566083,797526
3,"Hazratganj, Hyderabad",33YXBB8XT6FA,C06214,2021-01-21,4927,Lata Kumar,9704875882,4927905
1,"Navrangpura, Jaipur",18WYFYBZ6WWD,C06215,2024-01-13,3618,Sunita Trivedi,9833241518,3618180
3,"Commercial St, Chennai",319UDEX8R4V6,C06216,2024-12-03,3556,Manoj Kumar,9585764178,3556541
2,"Charminar, Lucknow",,C06217,2022-01-02,2809,Ravi Das,9944195970,2809563
0,"Bandra West, Lucknow",,C06218,2021-09-19,592,Manoj Verma,9625140791,592587
3,"T Nagar, Surat",,C06219,2023-11-19,2272,Sanjay Verma,9652237464,2272536
3,"Charminar, Kolkata",,C06220,2024-12-05,2321,Sunita Shah,9287193819,2321379
0,"Ring Road, Varanasi",212JY3RAO9T4,C06221,2023-12-01,2094,Anita Modi,9258622971,2094549
0,"T Nagar, Pune",,C06222,2025-06-08,2671,Swati Mehta,9598336640,2671340
0,"Navrangpura, Chennai",,C06223,2023-09-27,1667,Priya Singh,9694903386,1667048
2,"Bandra West, Mumbai",,C06224,2023-03-31,3891,Amit Kumar,9214392897,3891749
3,"Sadar, Kolkata",,C06225,2025-03-16,4339,Sanjay Trivedi,9248559315,4339237
3,"Ring Road, Chennai",,C06226,2021-12-07,644,Nitin Agarwal,9770302111,644188
3,"Karol Bagh, Ahmedabad",,C06227,2021-05-11,3342,Neha Nair,9952097386,3342318
0,"Charminar, Delhi",,C06228,2020-06-20,4790,Sunita Sharma,9478346392,4790038
0,"Karol Bagh, Ahmedabad",290WL5B22AIZ,C06229,2025-08-17,370,Swati Kumar,9681066727,370722
0,"Charminar, Kolkata",16T7MBCGKASN,C06230,2024-02-17,4537,Anjali Gupta,9820231460,4537689
0,"Navrangpura, Hyderabad",,C06231,2023-04-16,397,Priya Nair,9934051723,397577
2,"Johari Bazaar, Jaipur",,C06232,2023-07-06,1836,Manoj Agarwal,9361452762,1836825
0,"Charminar, Mumbai",12H4WAOJIYFM,C06233,2025-08-20,1448,Meena Pillai,9535366969,1448840
2,"T Nagar, Nagpur",,C06234,2023-07-27,1366,Rohit Modi,9253347742,1366738
0,"Sadar, Jaipur",,C06235,2021-10-01,3174,Sita Jain,9140510361,3174552
2,"Johari Bazaar, Indore",,C06236,2025-10-02,1431,Ashok Verma,9417266218,1431683
1,"MG Road, Mumbai",11OJKFSS6YX6,C06237,2024-11-04,3191,Anjali Jain,9441712365,3191571
1,"Sector 17, Bangalore",,C06238,2023-01-07,3854,Kavita Patel,9904097408,3854492
3,"Godowlia, Ahmedabad",,C06239,2021-11-05,912,Manoj Iyer,9148494903,912903
2,"Sadar, Bangalore",,C06240,2022-10-20,968,Anita Shah,9804788047,968280
1,"Godowlia, Kolkata",,C06241,2025-09-19,4461,Suresh Chopra,9816342121,4461658
1,"Ring Road, Jaipur",,C06242,2025-10-31,1354,Pooja Mehta,9366461737,1354774
0,"Commercial St, Chandigarh",,C06243,2024-12-12,630,Neha Patel,9900381728,630769
2,"MG Road, Pune",,C06244,2025-02-17,729,Anjali Mehta,9635571357,729000
1,"Bandra West, Bangalore",2915QD0NFL7D,C06245,2020-03-03,4374,Arun Bose,9519966867,4374711
3,"Sector 17, Nagpur",,C06246,2020-01-31,1881,Rajesh Verma,9959275325,1881932
2,"Hazratganj, Indore",,C06247,2021-11-19,486,Suresh Modi,9608948489,486512
3,"Charminar, Jaipur",,C06248,2021-01-31,1959,Manoj Reddy,9207790448,1959663
3,"Godowlia, Kolkata",15XIAGXJV411,C06249,2020-03-20,4670,Vikram Desai,9467001856,4670239
3,"Commercial St, Varanasi",,C06250,2020-01-08,3710,Priya Agarwal,9653558092,3710696
2,"Johari Bazaar, Nagpur",,C06251,2025-11-11,3572,Sita Modi,9898380310,3572918
0,"MG Road, Kolkata",,C06252,2020-12-11,19,Anita Desai,9931595115,19676
3,"Johari Bazaar, Delhi",,C06253,2020-02-28,589,Nitin Patel,9222103518,589940
3,"Charminar, Ahmedabad",,C06254,2020-08-09,429,Pooja Kumar,9343613391,429773
1,"Ring Road, Indore",,C06255,2023-10-27,4566,Deepak Reddy,9570685753,4566146
1,"Charminar, Indore",,C06256,2024-02-09,2000,Priya Agarwal,9980714030,2000720
0,"New Market, Kolkata",,C06257,2025-07-10,2407,Sanjay Sharma,9555735961,2407128
3,"Sadar, Ahmedabad",,C06258,2022-11-10,537,Ashok Shah,9365462654,537603
2,"Johari Bazaar, Indore",,C06259,2022-04-22,1966,Suresh Verma,9974312530,1966184
2,"Hazratganj, Delhi",,C06260,2024-03-12,4247,Lata Bose,9148878153,4247139
3,"New Market, Hyderabad",,C06261,2021-06-24,3326,Sunita Singh,9652181191,3326414
1,"MG Road, Bangalore",,C06262,2021-05-03,3063,Anjali Desai,9502068099,3063603
2,"Hazratganj, Bangalore",,C06263,2024-10-21,2332,Sita Sharma,9455290652,2332494
0,"MG Road, Kolkata",,C06264,2020-03-18,2265,Ravi Gupta,9826519242,2265283
0,"Rajwada, Pune",,C06265,2020-09-02,3897,Vikram Shah,9994683971,3897518
1,"Commercial St, Varanasi",,C06266,2024-07-11,1807,Sunita Singh,9936191063,1807462
1,"Ring Road, Delhi",,C06267,2025-10-28,4100,Priya Gupta,9813405410,4100995
2,"Johari Bazaar, Indore",,C06268,2022-06-26,3906,Ravi Sharma,9792506091,3906420
3,"Hazratganj, Mumbai",,C06269,2023-10-27,1185,Swati Das,9897873532,1185623
1,"Ring Road, Pune",,C06270,2023-08-05,4480,Lata Nair,9386957547,4480932
3,"Godowlia, Jaipur",,C06271,2021-07-09,2401,Sanjay Kumar,9216343668,2401181
2,"Navrangpura, Varanasi",33YTSI2R403V,C06272,2023-09-20,681,Rohit Reddy,9191714368,681234
3,"Navrangpura, Delhi",,C06273,2020-11-02,2074,Swati Sharma,9158611747,2074910
3,"Sector 17, Chandigarh",,C06274,2021-07-28,1153,Amit Reddy,9309609925,1153265
1,"Rajwada, Mumbai",,C06275,2025-10-12,3628,Suresh Jain,9575969182,3628097
3,"Karol Bagh, Varanasi",,C06276,2021-05-07,4152,Vikram Gupta,9336301000,4152998
0,"Bandra West, Surat",,C06277,2025-01-18,3303,Rajesh Jain,9385640640,3303346
3,"Godowlia, Bangalore",,C06278,2023-01-09,4820,Vikram Shah,9967458775,4820791
2,"Sector 17, Surat",,C06279,2022-02-13,820,Kavita Desai,9348734983,820493
3,"Navrangpura, Bangalore",,C06280,2021-06-13,4572,Manoj Iyer,9329815111,4572964
1,"Sadar, Nagpur",,C06281,2022-06-11,518,Swati Desai,9853633303,518979
3,"Hazratganj, Jaipur",,C06282,2025-08-12,3737,Anjali Verma,9661283999,3737428
2,"Sector 17, Ahmedabad",12681Y5FE3VU,C06283,2023-03-07,2732,Anjali Kumar,9522198706,2732377
3,"Sadar, Bangalore",,C06284,2022-08-13,3562,Meena Shah,9190499651,3562594
2,"New Market, Chennai",,C06285,2020-03-24,4539,Anita Chopra,9380702891,4539337
1,"Karol Bagh, Hyderabad",,C06286,2020-12-29,1431,Kavita Bose,9323611720,1431121
3,"Godowlia, Ahmedabad",33GNH0U6DT5T,C06287,2024-03-11,1451,Swati Shah,9358005482,1451043
0,"Karol Bagh, Surat",,C06288,2023-08-28,1026,Amit Patel,9199664027,1026938
2,"Sadar, Ahmedabad",19G85SEMJEKB,C06289,2022-01-23,4156,Neha Nair,9166480467,4156669
1,"Hazratganj, Chennai",,C06290,2020-08-24,2372,Priya Chopra,9610881063,2372543
0,"MG Road, Mumbai",,C06291,2023-02-05,1744,Lata Modi,9832798969,1744134
1,"Ring Road, Chennai",35CKJ8FOB3D7,C06292,2021-08-28,896,Ashok Modi,9739458529,896920
2,"Sadar, Hyderabad",,C06293,2023-05-07,524,Sita Pillai,9289721602,524770
2,"Bandra West, Mumbai",,C06294,2022-09-04,4187,Lata Agarwal,9164842381,4187830
3,"Commercial St, Mumbai",,C06295,2021-01-09,2048,Vikram Chopra,9816530004,2048847
0,"Commercial St, Mumbai",,C06296,2022-08-20,4662,Pooja Desai,9913179469,4662041
3,"Godowlia, Chennai",17PQOV7ZGLW4,C06297,2023-11-07,345,Rajesh Trivedi,9263869837,345166
3,"New Market, Chandigarh",,C06298,2024-07-15,2365,Deepak Modi,9742743374,2365622
2,"Sector 17, Nagpur",,C06299,2020-12-06,1114,Swati Reddy,9610039680,1114363
0,"T Nagar, Delhi",,C06300,2022-03-24,1132,Deepak Das,9919547070,1132033
1,"Rajwada, Hyderabad",,C06301,2020-01-14,652,Deepak Reddy,9161660655,652607
2,"Charminar, Kolkata",26TE933EKCGK,C06302,2021-08-09,4538,Anita Kumar,9276710331,4538172
3,"T Nagar, Ahmedabad",25RCCWNKQ56G,C06303,2020-12-03,1421,Suresh Sharma,9945155415,1421315
2,"Johari Bazaar, Nagpur",,C06304,2024-12-11,3027,Deepak Verma,9281789527,3027088
3,"Rajwada, Pune",113CO9ILJEXG,C06305,2021-09-05,2846,Priya Patel,9835125969,2846972
3,"Commercial St, Jaipur",31F588KV02W2,C06306,2024-05-20,4630,Meena Bose,9345705260,4630049
3,"Godowlia, Lucknow",10BHDRZXT2NI,C06307,2022-08-11,2497,Rohit Desai,9518247741,2497913
2,"Sector 17, Indore",,C06308,2021-12-12,3702,Rekha Mehta,9309919746,3702002
0,"Ring Road, Delhi",,C06309,2022-09-20,2305,Swati Shah,9695106127,2305592
2,"Ring Road, Delhi",,C06310,2023-05-14,2837,Pooja Jain,9380262619,2837968
2,"Godowlia, Jaipur",,C06311,2022-05-17,2984,Ravi Jain,9715712827,2984581
2,"New Market, Delhi",,C06312,2023-08-24,1435,Gaurav Trivedi,9411167803,1435682
2,"T Nagar, Pune",21M9FS4H54BC,C06313,2024-10-20,1498,Gaurav Singh,9473838508,1498269
1,"Rajwada, Jaipur",24TGAZNHH0LV,C06314,2024-04-18,1988,Arun Patel,9629705806,1988747
3,"Ring Road, Varanasi",,C06315,2023-07-16,3450,Neha Pillai,9351419773,3450711
3,"Commercial St, Indore",,C06316,2024-02-03,1913,Vikram Singh,9151498333,1913141
2,"Commercial St, Nagpur",14J44PYPMU6M,C06317,2020-05-12,2763,Gaurav Sharma,9602531804,2763540
2,"Rajwada, Bangalore",,C06318,2021-01-23,403,Suresh Mehta,9982164962,403891
1,"Navrangpura, Chennai",,C06319,2023-05-06,1325,Sunita Jain,9461469668,1325155
3,"New Market, Jaipur",316ZX2FERDEN,C06320,2025-01-05,416,Meena Kumar,9277642751,416321
2,"Bandra West, Mumbai",17C0ZE4P7D7K,C06321,2022-01-17,2555,Priya Patel,9475431157,2555569
0,"Charminar, Surat",,C06322,2024-04-11,485,Ashok Desai,9976495910,485283
2,"MG Road, Surat",26CJVB6V97Q4,C06323,2024-09-03,1401,Vikram Chopra,9722976783,1401783
3,"New Market, Jaipur",,C06324,2024-08-29,3002,Nitin Agarwal,9316886072,3002554
1,"Sector 17, Surat",,C06325,2022-11-27,334,Sunita Das,9852563660,334049
3,"Ring Road, Pune",,C06326,2024-06-05,2054,Ashok Bose,9708032679,2054014
0,"T Nagar, Delhi",,C06327,2022-04-08,989,Lata Patel,9537990143,989006
1,"Commercial St, Nagpur",,C06328,2025-01-28,760,Nitin Chopra,9487197987,760178
3,"T Nagar, Hyderabad",,C06329,2022-05-29,3569,Pooja Das,9842582956,3569728
3,"Commercial St, Nagpur",,C06330,2024-03-31,1743,Suresh Patel,9281252518,1743629
2,"Ring Road, Varanasi",,C06331,2021-04-04,2034,Priya Pillai,9182800128,2034513
1,"Ring Road, Varanasi",,C06332,2020-06-21,199,Anita Sharma,9872744269,199036
1,"Commercial St, Varanasi",,C06333,2025-02-01,2198,Lata Bose,9252798101,2198520
1,"Karol Bagh, Indore",,C06334,2025-03-05,4474,Meena Desai,9264603646,4474684
2,"T Nagar, Bangalore",13Z1LEF9KLV1,C06335,2020-10-12,894,Suresh Reddy,9227243151,894845
1,"Sector 17, Chandigarh",,C06336,2020-08-05,2591,Amit Pillai,9911332355,2591406
2,"Rajwada, Pune",,C06337,2020-12-20,1567,Lata Mehta,9284378742,1567101
1,"Ring Road, Delhi",,C06338,2025-01-18,3761,Ravi Shah,9548959926,3761341
0,"Bandra West, Hyderabad",,C06339,2025-04-18,998,Deepak Reddy,9412931477,998818
2,"Rajwada, Pune",,C06340,2020-07-05,4754,Suresh Gupta,9855913023,4754671
1,"Johari Bazaar, Mumbai",,C06341,2023-03-13,4271,Pooja Agarwal,9407965626,4271001
3,"MG Road, Delhi",21TPLYJLEVGH,C06342,2021-05-11,2321,Vikram Reddy,9287943404,2321802
0,"Sadar, Indore",,C06343,2024-07-23,2915,Lata Patel,9603957098,2915817
3,"Sadar, Varanasi",,C06344,2022-06-09,2724,Anjali Modi,9836720598,2724463
2,"Sector 17, Ahmedabad",,C06345,2020-10-28,4204,Deepak Pillai,9381804266,4204484
0,"T Nagar, Bangalore",,C06346,2022-07-09,1133,Anita Jain,9762636394,1133577
0,"Sadar, Mumbai",,C06347,2021-12-04,1724,Vikram Bose,9341574250,1724965
3,"Bandra West, Varanasi",,C06348,2024-08-10,3352,Ashok Nair,9927764571,3352407
2,"Rajwada, Bangalore",33K8K1IYPAMN,C06349,2024-06-06,4110,Manoj Nair,9351489950,4110458
2,"Rajwada, Chandigarh",,C06350,2020-04-16,1814,Pooja Jain,9159941260,1814373
3,"MG Road, Nagpur",,C06351,2021-04-24,231,Amit Das,9991699463,231150
0,"Sector 17, Mumbai",,C06352,2022-01-28,4815,Sita Mehta,9395096620,4815965
1,"New Market, Kolkata",355800U6UL6W,C06353,2025-02-09,2832,Pooja Verma,9703965756,2832565
3,"Commercial St, Surat",,C06354,2025-10-11,2205,Neha Pillai,9438793913,2205588
1,"T Nagar, Chandigarh",333Q9573JQPH,C06355,2025-05-26,4980,Manoj Gupta,9323746495,4980124
1,"New Market, Ahmedabad",,C06356,2022-04-16,2534,Neha Jain,9279655018,2534597
2,"Rajwada, Indore",,C06357,2025-08-28,4437,Arun Patel,9315266041,4437411
1,"Bandra West, Chandigarh",35GDY9BC2BYF,C06358,2025-02-09,1539,Meena Desai,9542272012,1539854
0,"Karol Bagh, Nagpur",35W91S4S88VD,C06359,2024-02-24,2939,Deepak Pillai,9332270105,2939905
3,"Ring Road, Kolkata",,C06360,2022-07-09,3699,Meena Gupta,9424583109,3699996
3,"Johari Bazaar, Pune",21ZZJ02QS6BR,C06361,2025-12-20,745,Sanjay Das,9104585638,745451
2,"Ring Road, Varanasi",,C06362,2020-05-16,456,Sita Chopra,9915504443,456644
2,"New Market, Pune",,C06363,2025-09-28,449,Swati Patel,9659554861,449186
3,"T Nagar, Ahmedabad",,C06364,2024-01-30,2653,Ravi Desai,9992769006,2653887
0,"Sector 17, Ahmedabad",,C06365,2025-08-15,85,Suresh Iyer,9736424864,85456
0,"Johari Bazaar, Varanasi",30F0K0HKZ48G,C06366,2024-07-10,2012,Pooja Shah,9131291268,2012810
2,"Karol Bagh, Hyderabad",17P40JXDEMF4,C06367,2024-11-12,2469,Pooja Mehta,9297241185,2469762
1,"T Nagar, Bangalore",,C06368,2021-12-24,4919,Rekha Trivedi,9171907185,4919919
3,"New Market, Delhi",10C8XL4F9C14,C06369,2024-03-13,1427,Manoj Patel,9604111438,1427136
2,"Karol Bagh, Indore",,C06370,2025-08-31,4981,Meena Bose,9359328864,4981763
1,"Rajwada, Kolkata",20UKC9W53QU9,C06371,2021-09-09,3974,Sanjay Agarwal,9170770988,3974425
2,"Bandra West, Surat",,C06372,2025-03-27,3922,Amit Iyer,9315649262,3922503
0,"MG Road, Lucknow",,C06373,2024-05-28,4692,Kavita Mehta,9590757418,4692386
3,"MG Road, Ahmedabad",,C06374,2025-02-23,214,Neha Shah,9151146441,214918
2,"Bandra West, Delhi",,C06375,2020-03-15,1005,Suresh Agarwal,9178511750,1005828
3,"Navrangpura, Varanasi",20STGG0TMOZW,C06376,2025-05-09,3228,Vikram Chopra,9217950855,3228569
3,"Bandra West, Bangalore",,C06377,2024-05-05,138,Sunita Trivedi,9186891448,138367
0,"Ring Road, Hyderabad",,C06378,2021-06-26,1303,Priya Verma,9170745168,1303698
2,"Rajwada, Ahmedabad",,C06379,2020-02-26,1702,Amit Bose,9465068780,1702349
3,"Navrangpura, Indore",,C06380,2022-03-17,3773,Lata Gupta,9913748668,3773334
2,"Godowlia, Varanasi",,C06381,2022-01-05,3581,Ravi Iyer,9391700521,3581091
0,"Navrangpura, Chennai",,C06382,2025-06-09,3807,Swati Mehta,9888089074,3807095
1,"Navrangpura, Delhi",,C06383,2023-10-31,3648,Gaurav Das,9380597894,3648293
3,"Godowlia, Hyderabad",,C06384,2022-02-02,4942,Ravi Trivedi,9514825533,4942391
2,"Bandra West, Nagpur",,C06385,2021-03-09,3646,Kavita Nair,9829716371,3646809
3,"Navrangpura, Indore",,C06386,2023-07-12,82,Manoj Sharma,9705918180,82804
2,"Commercial St, Bangalore",,C06387,2024-08-15,1014,Deepak Pillai,9143295837,1014257
0,"Navrangpura, Lucknow",,C06388,2024-06-18,4954,Amit Trivedi,9359014448,4954846
1,"Navrangpura, Nagpur",22QL0ZMWJXGW,C06389,2023-04-26,3825,Swati Iyer,9180802883,3825494
2,"Commercial St, Ahmedabad",21WIBMNYBOOF,C06390,2021-01-23,4986,Suresh Das,9514553973,4986084
2,"Bandra West, Varanasi",,C06391,2024-12-12,3641,Nitin Bose,9475309040,3641188
2,"Sector 17, Jaipur",,C06392,2024-12-05,2607,Vikram Nair,9433648624,2607216
0,"T Nagar, Indore",,C06393,2023-07-29,3686,Pooja Gupta,9200578011,3686371
2,"Sadar, Delhi",,C06394,2024-11-17,634,Sunita Pillai,9203712775,634761
1,"New Market, Ahmedabad",,C06395,2025-08-23,4835,Anita Kumar,9473828810,4835121
2,"Rajwada, Mumbai",,C06396,2020-04-24,664,Lata Iyer,9449331076,664835
1,"Charminar, Surat",23XXJFXSLKLM,C06397,2025-11-25,4783,Nitin Sharma,9831906235,4783022
3,"Ring Road, Chandigarh",,C06398,2024-06-23,3119,Priya Modi,9371428249,3119698
3,"Commercial St, Ahmedabad",,C06399,2020-04-14,4545,Manoj Gupta,9509879280,4545035
0,"Ring Road, Varanasi",20ZIVKR3QGF7,C06400,2024-02-18,4703,Pooja Reddy,9577530662,4703117
2,"Charminar, Jaipur",,C06401,2024-06-13,2621,Kavita Jain,9254946432,2621713
1,"Charminar, Indore",,C06402,2024-08-10,461,Anjali Mehta,9874334502,461568
0,"Hazratganj, Mumbai",3259CLALMTUK,C06403,2021-03-10,105,Sunita Modi,9770087032,105735
3,"Ring Road, Chandigarh",15387W8DBSRS,C06404,2020-02-27,3307,Meena Gupta,9246390984,3307237
2,"Karol Bagh, Mumbai",10KYVVULPA1W,C06405,2023-04-02,1133,Suresh Agarwal,9997534600,1133180
2,"Bandra West, Chandigarh",1472DO2UN7MG,C06406,2025-07-30,61,Lata Reddy,9194506593,61881
0,"MG Road, Surat",,C06407,2024-06-28,2108,Meena Nair,9290761673,2108624
3,"Ring Road, Ahmedabad",,C06408,2024-03-24,176,Sunita Pillai,9452485117,176218
0,"Sadar, Delhi",,C06409,2020-03-15,4927,Swati Shah,9268016079,4927126
3,"New Market, Chandigarh",,C06410,2023-12-12,1864,Lata Mehta,9887666305,1864503
0,"Karol Bagh, Lucknow",22XKTUXIH4XW,C06411,2024-04-08,4071,Vikram Reddy,9108898560,4071270
0,"Johari Bazaar, Chennai",,C06412,2025-11-01,1306,Anjali Sharma,9626954577,1306600
1,"Charminar, Mumbai",2324JOJ0U62K,C06413,2023-06-15,3357,Deepak Patel,9899606346,3357193
3,"Rajwada, Jaipur",30Z9X0BVLQMW,C06414,2022-02-22,2654,Neha Trivedi,9394312190,2654003
1,"Godowlia, Pune",,C06415,2023-09-12,656,Deepak Trivedi,9322912732,656457
1,"Rajwada, Chandigarh",161NJSWL1QF8,C06416,2025-03-09,3360,Vikram Pillai,9852708301,3360063
2,"Sadar, Nagpur",13ZFDSOVWXY1,C06417,2020-01-30,2401,Sita Jain,9197181094,2401575
2,"Charminar, Indore",,C06418,2021-05-24,567,Suresh Desai,9950588909,567248
2,"New Market, Mumbai",15NYZYSRQ5SH,C06419,2022-02-20,757,Sunita Desai,9819753858,757621
3,"Hazratganj, Ahmedabad",,C06420,2021-12-03,2192,Rekha Bose,9127399562,2192881
3,"Hazratganj, Surat",,C06421,2025-02-19,3634,Vikram Iyer,9904636592,3634613
1,"Rajwada, Indore",,C06422,2021-01-31,3210,Priya Mehta,9961345439,3210517
3,"Karol Bagh, Mumbai",,C06423,2024-03-25,4670,Sita Kumar,9469035257,4670819
0,"Navrangpura, Chandigarh",,C06424,2024-05-07,99,Neha Jain,9779020270,99595
3,"Godowlia, Ahmedabad",,C06425,2025-05-29,918,Meena Kumar,9926979748,918798
1,"Charminar, Delhi",,C06426,2021-06-23,4066,Ravi Chopra,9985348911,4066218
0,"Charminar, Mumbai",21UTEAN5A96K,C06427,2023-11-21,4155,Rajesh Chopra,9964220436,4155865
2,"Bandra West, Mumbai",19PGHM9W07VN,C06428,2023-01-17,1394,Anita Gupta,9469770343,1394275
0,"Sadar, Chandigarh",19PCMQLULELK,C06429,2022-05-24,875,Sunita Sharma,9933682189,875419
2,"Rajwada, Nagpur",,C06430,2022-04-14,3275,Priya Trivedi,9978040916,3275437
1,"Rajwada, Ahmedabad",,C06431,2021-11-23,943,Vikram Shah,9976433338,943831
2,"Karol Bagh, Bangalore",16DGIO62OK8Y,C06432,2025-12-26,1792,Sunita Desai,9182469316,1792688
0,"Godowlia, Jaipur",,C06433,2020-12-25,2595,Sanjay Agarwal,9649841684,2595115
1,"Karol Bagh, Nagpur",,C06434,2025-04-02,3282,Kavita Bose,9773479356,3282295
1,"New Market, Lucknow",,C06435,2024-05-23,191,Anita Desai,9495249095,191419
1,"Bandra West, Lucknow",,C06436,2020-11-09,526,Sita Gupta,9974567623,526495
2,"Bandra West, Pune",,C06437,2021-08-16,4531,Ashok Agarwal,9478925275,4531015
1,"Charminar, Ahmedabad",12FBV9ZUTD47,C06438,2025-08-29,3385,Deepak Trivedi,9459027062,3385469
0,"Hazratganj, Lucknow",,C06439,2020-08-27,4879,Sanjay Kumar,9996440552,4879134
